Company Name,Stand Info,Country,Description,Skills
RADIFIED,"Stand No - 17B-85, Hall No - Hall 17",Egypt,"Radified is a cloud-based teleradiology platform providing top notch subspecialized reporting with 20+ years of experience, driven by AI technology!","PropTech, HealthTech, Coding and Development, Cloud Services, Cloud Management Platform, Healthcare Consultancy Service, Medical Facilities, Artificial Intelligence, Medical Practice, AI & IoT"
Raenest,"Stand No - 18C-33, Hall No - Hall 18",Nigeria,"Raenest is an all-in-one platform that simplifies global receivables and expenses, allowing African businesses and freelancers to set up USD, GBP, and EUR bank accounts for faster, cost-effective payment reception. The platform provides seamless automation for payments and invoices in an enhanced and efficient manner","Digital Finance, Banking Solutions, Card Issuance and Management, E-Wallets, Payments / Wallets / Exchange Gateways"
RAMZO,"Stand No - 4E-16, Hall No - Hall 4",Morocco,"Ramzo, a Moroccan e-commerce store, bringing cutting-edge technology to every doorstep. From computers to tablets, our range caters to diverse needs. We're committed to bridging the digital gap, empowering Moroccans with seamless access to the latest tech. Join us in shaping Morocco's digital future, one delivery at a time","Consumer Tech, Smart Home & Smart Workplace, Audio Systems & Equipment, Automation & IoT, Computer and Mobile Hardware, Storage & Peripherals, Large Appliances, Printing Solutions, Smart Phones, Smart Security, Tablets / Laptops, Video Systems & Equipment"
RandomCoffee,"Stand No - 21F-12, Hall No - Hall 21",France,"RandomCoffee is a SaaS platform transforming workplace interactions and culture across various sectors, industries, and organization sizes. Using an advanced matching algorithm, it helps organizations facilitate meaningful connections among employees, addressing isolation and departmental silos. Our solution supports goals like onboarding, mentorship, internal networking, and fostering a vibrant social culture, especially in remote and distributed teams. RandomCoffee integrates seamlessly with HRIS and communication tools like Slack and Microsoft Teams, making it adaptable for today's dynamic work environments. Serving large corporations, fast-growing companies, startups, and communities, RandomCoffee meets the universal need for connections. By bridging organizational gaps and enabling spontaneous, meaningful interactions, it fosters a more inclusive and connected culture, enhancing collaboration and employee engagement.","Software Services, Education Tech, HR systems and services, HR Tech"
RapportExpress,"Stand No - 9J-22, Hall No - Hall 9",Morocco,"RapportExpress transforms data reporting for companies and organizations. With its advanced AI capabilities, it swiftly analyzes vast datasets, delivering actionable insights. From financial metrics to market trends, RapportExpress simplifies report creation, handling massive amounts of data effortlessly. Its intuitive platform streamlines operations, empowering users to make informed decisions efficiently.","Digital Finance, Data Centres, Big Data & Analytics, Artificial Intelligence, Data Extraction, Machine Learning, Natural Language Generation (NLG), Artificial Intelligence, Data Analytics, Data Management, Data Visualisation, Natural Language Processing - NLP, Data Management Solutions, Artificial Intelligence, Big Data / Digitisation / Analytics, Data Analytics / Big Data / IoT"
Raspberry Pi,"Stand No - 1A-8, Hall No - Hall 1",United Kingdom,"Since 2012, we’ve been designing single-board and modular computers, built on the Arm architecture, and running the Linux operating system. Whether you’re an educator looking to excite the next generation of computer scientists; an enthusiast searching for inspiration for your next project; or an OEM who needs a proven rock-solid foundation for your next generation of smart products, there’s a Raspberry Pi computer for you. That’s not all we do. For lower-power and real-time applications, Raspberry Pi Pico boards, and the growing RP2 family of Raspberry Pi silicon products, bring our signature values of high performance, low cost, and ease of use to the microcontroller space. Our high-quality accessories ensure you get the best performance from your Raspberry Pi products. Raspberry Pi publications provide support and inspiration to makers and professionals alike.","Smart Manufacturing, Sustainability & Green Climate - Tech, Networking & Infrastructure, Internet of Things (IOT), Consumer Tech, Smart Home & Smart Workplace, Automation & IoT, Computer and Mobile Hardware, Storage & Peripherals, Electronic Components (Connection Devices, Electron Tubes, Etc), Office Automation & Equipment, Smart Appliances / Gadgets, Artificial Intelligence, Industrial IoT (IIoT) & Connectivity, IoT Solutions, Network Management and Optimization, Robotics, Sensors, Smart lighting, Video Analytics, Data Management Technology, Gateways, Hubs, Monitoring & Management Tools, Physical Servers, Cloud, AI & Machine Learning, Energy Management & Sustainability, Factory Automation, Robotics"
RateEat,"Stand No - 21B-24, Hall No - Hall 21",Ethiopia,"RateEat is revolutionizing the way people discover and review restaurants and dishes. Our platform offers a comprehensive solution for users, providing easy access to restaurant information, authentic reviews, and personalized recommendations. With RateEat, users can explore a diverse range of dining options, share their dining experiences, and connect with others in their community. Whether you're looking for a quiet cafe or a trendy eatery, RateEat will provide you with the data you need to make informed dining decisions and enjoy your culinary experiences.","Sustainability & Green Climate - Tech, PropTech, AgriTech & FoodTech, Data Management, Food Losses & Waste, Personalized foods technologies, AI & Nutrition, Data & Analytics, Energy Management & Sustainability, Food & Agriculture"
Ratnafy,"Stand No - 9L-27, 9L-28, Hall No - Hall 9",Tunisia,"Our company specializes in 360° AI-Driven Marketing Solutions, leveraging the latest in artificial intelligence to deliver a suite of comprehensive digital marketing services tailored to maximize return on investment (ROI). With a keen focus on innovation, we provide expert web design and development, ensuring that your online presence is not only visually appealing but also optimized for search engines. Our advanced AI solutions extend to sophisticated chatbots that enhance user engagement, personalized content that resonates with your target audience, and predictive analytics to forecast trends and consumer behavior. By partnering with us, you gain access to cutting-edge technology and a commitment to excellence in customer service, all designed to drive your business forward in the digital age. Let's collaborate to transform your marketing strategy and achieve exceptional results.","Digital Finance, Creative Economy, Media, Marketing & Advertising Tech, Coding and Development, Artificial Intelligence, Chatbots / Virtual Assistant, Data Extraction, Deep Learning Platforms, Facial / Iris Recognition, Machine Learning, Natural Language Generation (NLG), Natural Language Processing (NLP), Optical character recognition (OCR), Planning and Optimization, Predictive APIs, Real time translation, Speech Recognition, Artificial Intelligence, Backend Development, Devops, Enterprise Applications, Frontend Development, Java, Machine Learning, Python, Web Development, Advertising, Design, Electronic Publishing, Software, Video, Artificial Intelligence, Developer Tools / Platforms, E-Commerce Solutions, E-Payment Solutions, Education & Training, Enterprise Software / Operating Systems, Payment Gateways, POS Machines & Payment Solutions, Artificial Intelligence, Audio, Pod Casts & Video Marketing, Brand Safety, Branding & Design, Chatbots & RPA, Content Creation, Content Marketing, Creativity & Design, Customer Relationship & Experience Management - CRM & CEM, Data Analytics, Digital Marketing, Email Marketing, Media Publishing, Performance Marketing, Personalization, Social Media Management & Monitoring, UX & UI"
Rawmart,"Stand No - 8C-08, Hall No - Hall 8",Egypt,"For Construction & Finishing Retailers , Contracting Companies and Freelance Engineers. who suffer from the wasted time and hustle on pricing , sourcing products , tracking their procurements and complex payment terms. Rawmart facilitates and help its customers to manage sourcing, paying and financing their business procurements in one single digital platform.",No categories available
RealtyGenius.ae,"Stand No - 9J-23, Hall No - Hall 9",Morocco,"Realty Genius is a groundbreaking startup tailored specifically for real estate brokers, empowering them to establish and elevate their agencies with unparalleled ease. Our comprehensive toolbox encompasses a suite of AI-powered tools designed to enhance every facet of their services. From streamlining administrative tasks to optimizing client interactions, Realty Genius equips brokers with the cutting-edge technology needed to thrive in today's competitive market. With our innovative solutions, brokers can unlock new levels of efficiency and effectiveness, propelling their agencies to unprecedented success.",No categories available
Reasy,"Stand No - 8D-11, Hall No - Hall 8",France,"REasy is a fintech in the cross-border sector, helping SMEs in French-speaking Africa to easily pay their Asian suppliers. We are developing a robust technological and regulatory infrastructure enabling our customers to pay their international suppliers in 3 clicks via a mobile application. Our platform is operational in Cameroon, where we already support several thousand SMEs. Our value proposition to our customers is threefold: speed, transparency and low cost. Our teams are based in France, Cameroon and China (Shanghai).","Digital Finance, Regulatory Technology, Blockchain, Decentralised Finance, Payments / Wallets / Exchange Gateways, Intelligent Supply Chain, Card Service Card, Core Banking Solutions, E-KYC, E-Wallets, Lending / P2P Lending, Payment Gateways, RegTech / Audit / Regulatory Compliance"
Recital Finance,"Stand No - 8C-06, Hall No - Hall 8",Nigeria,"We help companies of any size, manage and scale their financial operations with Liquidity Management, automated reconciliation, centralized banking reporting, chargeback recovery, transaction monitoring, and accounting for every fund flow. Recital simplifies and empowers finance teams operating at scale - Recital is an automated finance operations OS that enables finance teams to effortlessly manage high-volume or complex finance operations.",No categories available
RED INNOV,"Stand No - 5E-05, Hall No - Hall 5",Morocco,"RED INNOV, une société novatrice rassemblant diverses entités et solutions axées sur le numérique, l’intelligence artificielle et les dernières technologies. Parmi nos marques, vous trouverez RED TIC, spécialisée dans le conseil et le recrutement en IT et en management, ainsi que RED 360, une agence de communication digitale à 360 degrés. RED WAN propose une solution avant-gardiste en matière de SD-WAN, tandis que RED EDU se consacre à fournir des solutions pour le secteur de l’éducation. Enfin, RED HEALTH concentre ses efforts sur la santé et la sécurité. L’ensemble de ces solutions forme RED INNOV, une plateforme d’innovation complète. Explorez comment nous repoussons les limites de l’industrie et façonnons l’avenir de la technologie.","Smart Cities, PropTech, Media, Marketing & Advertising Tech, Ecommerce, Blockchain, Training / Recruitment, Training / Recruitment, Digital Marketing, Digital Marketing, Building Services, Management & Consulting"
Reda NAOR - Securesign,"Stand No - 21F-26, Hall No - Hall 21",Morocco,"Basée à Casablanca et pouvant opérer sur l'ensemble du territoire du Royaume du Maroc ainsi qu’en Afrique, SecureSign est une startup qui a pour objet d’exécuter des prestations de services de confiance consistant à : • La création et l’usage de signatures électroniques, de cachets électroniques, d’horodatage électronique ou des services d’envoi recommandé électronique. • La création et l’usage des certificats relatifs aux signatures électroniques, aux cachets électroniques, à l’horodatage électronique ou à l’authentification des sites internet. • La validation de signatures électroniques ou des cachets électroniques. • La création et l’usage de dispositifs sécurisés de courriels électroniques recommandés avec accusé de réception. • La vérification de l’authenticité des sites internet, des noms de domaine, et des adresses de courriels électroniques. • La conservation de signatures électroniques, de cachets électroniques ou de certificats relatifs à ces services.",No categories available
Redian Software Limited,"Stand No - 20A-3, Hall No - Hall 20",Kenya,"Redian Software, a prestigious software development company, specializes in providing innovative technology solutions for the Banking, Financial Services, Insurance, and Energy industries. Our extensive range of services includes Core Banking, Agency Banking, Loan Management, Loan Origination, Insurance Distribution System, Insurance Aggregator System, Insurance Agency/Broker System, Energy Meter Indexing, Meter Reading, Field Services Software, and CRM Solution With our headquarters located in Noida, India, we have successfully expanded our operations to the Middle East, Africa, North America, and Europe. We have established offices in Dubai, Nairobi, Atlanta, and Walsall As proud partners of Zoho and Zuper, we offer state-of-the-art cloud-based solutions for both small and medium-sized businesses, as well as large enterprises worldwide. In addition to this, we also provide Managed Services & Outsourcing, IT Consulting, and Custom Software Development","Digital Finance, Software Services, Education Tech, Cloud Services, Coding and Development, Customer Relationship Management - CRM, Managed Service Provider - MSP, Open Source, Outsource Development, Recruitment, Backend Development, Frontend Development, Web Development, Banking Solutions, Core Banking Solutions, Digital Lending, Insurance Solutions, InsureTech, Talent and human capital management, CRM (Customer Relationship Management) Software, ERP (Enterprise Resource Planning) Software, Finance & Accounting Software, Mobile Applications"
Redington Gulf FZE,"Stand No - 5C-40, Hall No - Hall 5",United Arab Emirates,"Redington was ranked as one of the top 10 distributors globally by renowned research firm Canalys and projected to be one of the fastest-growing distributors in the world. Redington is the largest distributor of IT products in the Middle East, Turkey, and Africa (META) region. Its business model is purely channel-oriented and empowering channel partners with technology through joint engagement at the core. The META business has four business units – Technology Solutions Group, Cloud Solutions Group, Endpoint Solutions Group and Mobility Solutions Group. The solutions span across technology domains such as Networking, Voice, Servers, Storage, Software, Mobility, Endpoints, Security and Infrastructure and emerging technology brackets such as Hyper convergence, Cloud Computing, Artificial Intelligence, Big Data Analytics. Redington continues to be a pioneer in understanding, helping, and assisting partners and customers to digitally transform themselves by leveraging Cloud technologies.",No categories available
RegulX,"Stand No - 15A-13, Hall No - Hall 15",Morocco,"RegulX is the Regtech partner of global telecom regulators and manufacturers. Formerly known as RealTime, RegulX has strategically expanded its focus. While continuing to offer essential local representative solution for manufacturers, RegulX is augmenting its offerings with innovative data solutions tailored specifically to create smart telecom regulatory frameworks with a focus on digital transformation. By integrating Machine learning and AI data solutions into its portfolio, RegulX is poised to empower regulators and manufacturers with the tools they need to navigate the complexities of the telecom compliance landscape effectively.","Big Data & Analytics, AgriTech & FoodTech, Data Management, Analytics as a service, Artificial Intelligence, Dashboard, Data Analytics, Data Governance, Compliance & Security, Data Management, Data Science, Digital Transformation, Real-Time Analytics"
Relab.ma,"Stand No - 21H-21, Hall No - Hall 21",Morocco,"We have developed an online estimation tool to value high tech devices. We give them a second life and sell them with the same advantages as new products. The New smartphone market is getting pricier every year and the second hand market lack of trust (counterfeited products, no prior diagnostic, no invoices..). We offer a solution of valorisation and buy back to official resellers such as Uno.ma and Virgin Megastore and other partners. After an instant estimation with 60 000 possiblities, our customers can be paid in cash, deffered payment or pay the difference with a refurbished device. All our products have 50 points advanced diagnostic check, 6 months minimum warranty, 12 months free financing and legal invoicing.",No categories available
Renda Africa,"Stand No - 9L-23, 9L-24, Hall No - Hall 9",Nigeria,"Renda is a technology solution that aggregates and provides access to the end-to-end infrastructure that optimizes order fulfillment and enables businesses to scale seamlessly and efficiently across Africa. With our solution, businesses can access flexible storage, monitor and manage their inventory, process and fulfill orders, manage deliveries and returns and receive and reconcile cash on delivery in real time. The Renda 360 platform provides access to important features such as end-to-end ?live Tracking, data analytics & reporting, API Integration, e-commerce Integration, multiple Payment Options, AI-powered chatbot and many more. Using an asset light model, we have built a large and robust partnership network which includes 300+ warehousing partners, 3000+ delivery partners and 2000+ cash collection partners, enabling local and international businesses easily expand across the continent.","Future Mobility & Transportation, Ecommerce, AgriTech & FoodTech, Supply Chain Management, eLogistics, Supply Chain Solutions, Fleet & Logistics Solutions"
RENPHO,"Stand No - 17A-1, Hall No - Hall 17",United Arab Emirates,"MAFCO Health Care LLC is a medical and wellness product distributor established in 2020 which is located in International City, Dubai, UAE.","HealthTech, Consumer Tech, Smart Home & Smart Workplace, Healthcare Electronics, Home Appliances, Leisure, Health & Lifestyle Wearables, Personal Care Applicances, Dealers and Distributors Healthcare, Government, Healthcare Consultancy Service, Medical Facilities, Other Business"
REPS CORPORATE,"Stand No - 10C-33, Hall No - Hall 10",Morocco,reps,No categories available
RESI Informatica S.p.A.,"Stand No - 8A-13, 8A-14, Hall No - Hall 8",Italy,"RESI S.p.A. is a technology partner to leading Service Providers, preserving and enhancing their most important asset: the network. RESI S.p.A. is dedicated to the evolution of AI-driven for Mobile, IP data, legacy voice and IoT network growth models. With ongoing investments in research and development, we ensure superior end-user experiences globally, specializing in 5G and 4G quality of experience, providing disruptive verrical modules for core network and international roaming. Our expertise is underscored by robust engineering and bespoke Service Assurance solutions, leveraging proprietary Deep Packet Inspection technology. Committed to innovation, RESI S.p.A. remains at the forefront of ICT solutions, delivering tailored services to meet evolving industry demands with unparalleled quality and reliability.",No categories available
ResQ Health Africa,"Stand No - 8D-03, Hall No - Hall 8",Nigeria,"ResQ Health Africa is a platform designed to simplify and streamline the healthcare experience for individuals across Africa. Our service acts as a personal healthcare navigator, providing immediate and accessible support to help users make informed decisions about their health. We offer a range of services to meet various healthcare needs, starting with our free first responder support that provides immediate assistance to individuals facing health-related issues. Our platform also offers health consultations with qualified medical professionals, appointment bookings for hospital visits and specialist consultations, virtual health support to guide users in choosing the right healthcare facility for their needs, and pharmacy services including medication sales and scheduled drug refills.","HealthTech, Healthcare IT"
REST ERP,"Stand No - 4D-15, Hall No - Hall 4",Saudi Arabia,"REST ERP At Rest ERP, we understand the challenges businesses face when it comes to managing their operations efficiently. That's why we have developed a comprehensive Enterprise Resource Planning (ERP) solution tailored specifically to meet your needs. 2023 Our Rest ERP software is designed to integrate and streamline your key business processes, providing you with the tools and insights necessary to make informed decisions and drive growth. Whether you're a small startup or a large enterprise, Rest ERP can help you optimize your operations, increase productivity, and maximize profitability.","Software Services, Application integration and infrastructure, Business Intelligence Solutions, Business Process Management, CRM (Customer Relationship Management) Software, Data Analytics & Automation, Digital Imaging, ERP (Enterprise Resource Planning) Software, Finance & Accounting Software, HR Tech, Mobile Applications, Mobility Enterprise Solutions, Procurement Software, VOIP Solutions"
Revizto,"Stand No - 4E-6, Hall No - Hall 4",Switzerland,"Revizto is the industry-leading Integrated Collaboration Platform (ICP) used by Architects, Engineers, Contractors and Owners to maximize workflows throughout the project lifecycle. The tool empowers teams to drive accountability, mitigate risks, improve timelines and maximize cost-savings by enabling real-time collaboration across platforms, model types and teams, from in-office, on-site, and any device. Revizto enables teams to take a proactive approach to issues and clash management by identifying them weeks and months before they would have been built on-site. Revizto is now leveraged on 20 000 projects by over 3 000 firms globally including 20 of the top 25 ENR firms.","Smart Manufacturing, Smart Cities, Internet of Things (IOT), Education Tech, Cloud Services, Cloud Management Platform, DevOps, Software as a Service - SaaS, Collaborative learning and technology, Immersive technologies - Virtual, Augmented, Mixed Realities - VR, AR, MR, Cloud Services, Virtual Reality, Architecture - Design & Planning, Building Services, Management & Consulting, Building Technology & Innovation, Facilities Management, Digital Twin & Simulation, Virtual Reality / Augmented Reality"
Rhea,"Stand No - 8N-03, Hall No - Hall 8",Kenya,"At Rhea Africa, our vision is to continuously design and develop AgTech solutions that are affordable, intelligible, and of high quality for the average farmer, thereby aiding in achieving sustainable food production.Our mission at Rhea Africa is to create 'Soil management solutions' that empower farmers to utilize fertilizers sustainably, maximizing their yield while concurrently safeguarding the environment. our products and services include: Soil testing as a service using an agent system - Affordable, convenient, and fast soil analysis on-site and in real-time. Rhea agripad sale and subscription on fertiliser recommendation software. Why Rhea? Affordable, real-Time Analysis backed by a team of soil science experts and agricultural professionals. Committed to increasing production yield by 30%, reducing GHG emissions by 25% through the right use of nitrogenous fertilizer. 16 months old, post revenue in Beta prototype phase with customers and partnerships in Kenya and Tanzania.","AgriTech & FoodTech, Adaptive Irrigation, Agri-Data and Analytics, Climate-Smart Agriculture, IoT, Precision Agriculture, Soil Plant Health"
Ribatis,"Stand No - 14D-45, Hall No - Hall 14",Morocco,"Ribatis, a leading provider of e-Gov digital platforms since 2007, serves more than 1,500 national and local governments across Africa. Our portfolio of five innovative digital platforms has revolutionised public administration. We are now broadening our scope to offer customised solutions for enterprises, driving efficiency and transformation across all sectors.","Digital Finance, Software Services, Smart Cities, 3D Printing & Printing Services, Digitization / services / tool and die making - Digitization and software, Urban Planning Developers, Consultancy & Project Management, Cloud Solutions - Private and Public, Business Intelligence Solutions, Business Process Management, Data Analytics & Automation, Finance & Accounting Software, HR Tech"
Ricoh,"Stand No - 2C-30, Hall No - Hall 2",Netherlands,"Our founder, Kiyoshi Ichimura, was a remarkable visionary who championed a responsible, progressive and people-first approach to doing business. He recognised the importance of embracing human potential to create a better future for our people and planet. Over the decades, our company has gone from strength to strength, with several world firsts in workplace innovation. Some of our defining moments include developing the world’s top-selling copier, introducing the first high-speed facsimile, launching the RICOH Theta – the world’s first imaging device that captures fully spherical views – and pioneering a circular economy model, the Comet Circle™. We’re proud of our reputation as a market-leading hardware manufacturer and, as our customers’ needs continue to evolve, so has our business. In recent years, we have been transforming and diversifying as a leading partner of choice in workplace experience and process automation, with global recognition from experts across our industry.","Software Services, Education Tech, Cyber security, Consumer Tech, Smart Home & Smart Workplace, Communication Equipment, Office Automation & Equipment, Printing Solutions, Digital Imaging Equipment, Endpoint Protection & Mobile Security, Intrusion Detection & Penetration Testing, Ransomware, Interactive Boards / Touch Panels, Business Process Management"
RIFL Biometrics,"Stand No - 13A-10, Hall No - Hall 13",Morocco,"RIFL, a French company specialized in security technologies, biometric identification, and RFID chips, markets high-value-added solutions in the fields of access control, intelligent video surveillance, and time and attendance management. Founded in Morocco in 2006, RIFL Biometrics aims to expand its presence across Africa, which has become an essential market for security technologies and human resources management applications.","Software Services, Retail Tech, Networking & Infrastructure, Cyber security, Cloud Services, Digitization / services / tool and die making - Digitization and software, Authentication User, Biometric Authentication and PKI, Security Credentials, Software Development Security, Consulting System & Integration Services, Enterprise Software Application, Fraud Prevention & Loss - CCTV, Software as a Service - SaaS, Application integration and infrastructure, Business Intelligence Solutions, CRM (Customer Relationship Management) Software, HR Tech, Mobility Enterprise Solutions"
Riverbed - StarLink,"Stand No - 11B-26, Hall No - Hall 11",United States of America,"Riverbed is the only company with the collective richness of telemetry from network to app to end user, that illuminates and then accelerates every interaction, so organizations can deliver a seamless digital experience and drive enterprise performance. Riverbed offers two industry-leading portfolios: Alluvio by Riverbed, a differentiated Unified Observability portfolio that unifies data, insights, and actions across IT, so customers can deliver seamless, secure digital experiences; and Riverbed Acceleration, providing fast, agile, secure acceleration of any app, over any network, to users anywhere. Together with our thousands of partners, and market-leading customers globally – including 95% of the FORTUNE 100 –, we empower every click, every digital experience. Riverbed. Empower the Experience. Learn more at riverbed.com",No categories available
Rizeware Solutions,"Stand No - 3A-14, Hall No - Hall 3",United States of America,"Rizeware Solutions is a software development and consultancy services company. Our objective is to drive our clients’ success through innovative and well-designed technology solutions. Based in the United States with clients around the globe, we are positioned to support clients and partners worldwide. The team at Rizeware Solutions are experts in information technologies, specializing in software design and development. With over 20 years of experience working with clients and partners on projects of all sizes, we have extensive experience in all phases of the development process—from concept to delivery. We have successfully delivered on projects from creating custom applications that solve specific needs to designing and building commercial software products for companies to bring to market.",No categories available
ROBOBAT,"Stand No - 4D-70, Hall No - Hall 4",Morocco,"Robobat, le spécialiste de l’informatique CAO, DAO, de la construction et de l’industrie, est la réponse à vos besoins en matière de calcul et de réalisation grâce à une gamme complète de solutions s’appuyant sur une importante capacité de conception et sur un ensemble de services au niveau national et international. Robobat s’impose comme le partenaire naturel des entreprises travaillant dans les principaux domaines des infrastructures et du bâtiment ou même dans les secteurs industriels au Maroc et dans toute l’Afrique Francophone.","Software Services, Application integration and infrastructure"
rockspace,"Stand No - 5E-11, Hall No - Hall 5",Morocco,"DISROCK stands as a pioneering force in Moroccan distribution, seamlessly reaching over 1000 retail destinations nationwide. Our mission? To introduce an array of cutting-edge products that redefine the standards of smartphone accessories. At the heart of our innovation lies the ""Smart Cutting Mini Machine"" a revolutionary tool setting industry benchmarks with its precision-cutting of Hydrogel Protection Films, tailored to fit every screen size and shape. Main activities : ? Exclusive distribution of the ROCKSPACE brand in Morocco ? Smart Cutting Mini machine ? Hydrogel Protective Films ? Event Animation: Offering customization of all digital devices with any brand. ? Fleet protection for all companies' digital devices.","Retail Tech, Mobile Accessories & Peripherals, Media, Marketing & Advertising Tech, Consumer Tech, Smart Home & Smart Workplace, Digitization / services / tool and die making - Industrial Tool and Die Making, Solutions for surface treatment - Dyeing, Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc), Office Automation & Equipment, Printing Solutions, Personalization, Accessories - Cases & Covers, Accessories - Tempered glasses, E-commerce & M-commerce - Mobile Store & Warehouse Solutions"
RONGTA TRADE,"Stand No - 4E-10, Hall No - Hall 4",China,"Rongta Technology (Xiamen) Group Co., Ltd. is a high-tech enterprise established in Jan 1st, 2009, specializing in R&D, manufacturing and marketing of pos printers, receipt printers, label scales, thermal transfer barcode printers, impact printers, printer mechanism, control boards and other POS peripherals. We have been concentrating on the Receipt Printing Industry ever since our establishment. After years of development and technology accumulation, many of our researched and designed printing equipment have won recognition and favor from our domestic and foreign customers. The products are widely used in finance, tax control, fire control system, medical institution, instrument, shopping mall, taxi, logistics, restaurant chain and supermarket, etc. We have successfully developed a wide range of products with great applications.","Retail Tech, Payments - POS Payments, Payments - Smart Cards & Readers, Store Operations - Labelling & Ticketing Software, Store Operations - Scanners/ Hand-Held Terminals, Supply Chain & Logistics - Delivery & Returns, inc. Final Mile"
ROYAL AIR MAROC,"Stand No - 8i-10, Hall No - Hall 8",Morocco,"As the flagship carrier of the Moroccan pavilion in the field of air transport, Royal Air Maroc is a leading airline on the continent. As a member of the prestigious Oneworld alliance, it boasts a young fleet of around fifty aircraft, connecting the main airports of Morocco to over 80 airports worldwide. Leveraging Morocco's geographical position as a hub between Europe, the Americas, and Africa, Royal Air Maroc positions itself as an essential air connection platform between our continent and the rest of the world. Through its RAM Digital Open Innovation Program, Royal Air Maroc aims to develop innovative products and services to serve its internal and external customers. This is an approach aimed at promoting frugal innovation and accelerating the digital transformation of the company. By collaborating with external partners, Royal Air Maroc seeks to remain at the forefront of the airline industry by discovering innovative solutions to sector challenges.","Incubator/Accelerator/Investment, Ecommerce, Artificial Intelligence, Predictive APIs, eCommerce Software, Web App, Design and Development"
ROYALE MAROCAINE D'ASSURANCE,"Stand No - 19C-55, Hall No - Hall 19",Morocco,"Forte de plus de 70 ans d’existence sur le marché, Royale Marocaine d’Assurance, filiale de O’Capital est un acteur de référence des métiers de l’assurance, co-leader de son secteur. Assureur généraliste, RMA emploie plus de 1000 collaborateurs qui mettent leur expertise au service de la satisfaction de milliers d’assurés au quotidien, dans l’accomplissement de leurs projets personnels, professionnels.","Digital Finance, Insurance Solutions, InsureTech"
Ruckus Networks,"Stand No - 13C-10, Hall No - Hall 13",United States of America,"RUCKUS Networks builds and delivers purpose-driven networks that perform in the tough, unique environments of the industries we serve.?Leveraging network assurance and enterprise-wide automation driven by AI and machine learning (ML), we empower our customers to deliver exceptional experiences for every employee, guest, customer, student and resident who counts on those networks to connect with their digital lives.",No categories available
RUNNME,"Stand No - 9L-39, 9L-40, Hall No - Hall 9",Spain,"We are Elite Sports 17 S.L., a Valencian company of Australian capital dedicated to the world of development and investment in different facets of the business field such as technology, health, sports and other areas (www.elitesports17.com ). We are experts in custom software development, digitization & AI, product and CAD design. We create products through combining UI/UX design and software engineering expertise with our multi-disciplinary teams which enables continuity between product strategies and seamless development. In this occasion we want to present RUNNME, a revolutionary transport platform that allows the customer to get free quotes online and select a transporter based on reviews and a price that suits their budget. We do instant matching between transporters and customers with immediate deliveries in less than 60 minutes.","Incubator/Accelerator/Investment, Smart Cities, Retail Tech, Future Mobility & Transportation, Ecommerce, eLogistics, Supply Chain Solutions, Telecoms & Mobility, Web App, Design and Development, Connected Mobility Solutions, Fleet & Logistics Solutions, Fleet Management, Intelligent Transportation Solutions (ITS), Last Mile, Revenue Management, V-Commerce & Dealer Commerce, E-commerce & M-commerce - Click & Collect Solutions, E-commerce & M-commerce - Digital Shopper Analytics & Engagement, E-commerce & M-commerce - E-Commerce Platforms, E-commerce & M-commerce - Social Commerce, E-commerce & M-commerce - User Experience & UX Design, Payments - Cash Management, Supply Chain & Logistics - Delivery & Returns, inc. Final Mile, Sustainable Technology, Mobility & Transport, PV Tracking Systems, Smart Services, Transport Infrastructure"
Rwetech Farmers Co-operative Society,"Stand No - 8P-10, Hall No - Hall 8",Uganda,RWETECH Cooperative is a community-based agricultural cooperative with a mission to produce high-quality blended cassava flour and plain cassava flour. The cooperative aims to leverage the abundance of cassava in the region and create a sustainable business model that benefits both its members and the local community especially rural cassava small householder farmers targeting youths and women. registered members who have paid up their fees are the owners of the society. Currently registered members are over 700 who are very active co-operators..,No categories available
S1lkPay,"Stand No - 8G-16, Hall No - Hall 8",Kazakhstan,"S1lkpay is a peer-to-peer service for sharing cards, allowing users to share money without transferring cash, whether domestically or internationally — easily, instantly and affordably. A cardholder can instantly share a set prepaid, credit and debit card balance by issuing a new digital card/token and sending it to the recipient, who can instantly use it offline and online. Globally, about 1.7 billion adults remain unbanked. We believe those people deserve to be included in the world of financial system. S1lkpay solution helps them immensely. S1lkpay offers financial freedom to foreign nationals, expats, freelancers and the unbanked. You can get access to banking services with one click. Just download S1lkpay and start sharing or requesting money anywhere, anytime.","Digital Finance, Banking Solutions, Card Issuance and Management, Card Service Card, Core Banking Solutions, Digital Payment, E-Commerce Solutions, E-Payment Solutions, Open Banking / API, Payment Gateways, Payments / Wallets / Exchange Gateways, POS Machines & Payment Solutions, Transactional Platforms"
