Company,Stand Info,Country,Description,Keywords,combined_text,competitor
VERSATILE MEDIA TECHNOLOGIES,"Stand No - 9L-33, 9L-34, Hall No - Hall 9",Morocco,"VMT stands as a pioneering force, offering next-generation software solutions to meet the evolving needs of businesses across industries. Founded on a vision to redefine the role of technology in business, VMT has consistently pushed the boundaries of software development. Our commitment to innovation is unwavering, driving us to anticipate emerging trends and technologies and integrate them seamlessly into our solutions. Our flagship software platform serves as the foundation for a range of applications and solutions, providing a flexible and scalable framework that can adapt to the needs of businesses of all sizes and industries.","Software Services, Internet of Things (IOT), Coding and Development, Big Data & Analytics, Artificial Intelligence, Chatbots / Virtual Assistant, Computer Vision, Deep Learning Platforms, Machine Learning, Natural Language Processing (NLP), Neural Networks, Speech Recognition, Artificial Intelligence, Business Intelligence, Data Mining, Data Science, Deep Learning, Extract, transform, load - ETL, IoT, Machine Learning, Natural Language Processing - NLP, Structured Query Language - SQL, Unstructured Data, Artificial Intelligence, Backend Development, Data Sciences, Enterprise Applications, Machine Learning, Operating Systems Development, Web Development, Application Development, Artificial Intelligence, Augmented Reality, Data Science, Industrial IoT (IIoT) & Connectivity, IoT Solutions, Platform Solutions, RFID, Security, Video Analytics, Business Intelligence Solutions, Business Process Management, Data Analytics & Automation, ERP (Enterprise Resource Planning) Software, HR Tech, Mobile Applications, Mobility Enterprise Solutions, VOIP Solutions","VERSATILE MEDIA TECHNOLOGIES Software Services, Internet of Things (IOT), Coding and Development, Big Data & Analytics, Artificial Intelligence, Chatbots / Virtual Assistant, Computer Vision, Deep Learning Platforms, Machine Learning, Natural Language Processing (NLP), Neural Networks, Speech Recognition, Artificial Intelligence, Business Intelligence, Data Mining, Data Science, Deep Learning, Extract, transform, load - ETL, IoT, Machine Learning, Natural Language Processing - NLP, Structured Query Language - SQL, Unstructured Data, Artificial Intelligence, Backend Development, Data Sciences, Enterprise Applications, Machine Learning, Operating Systems Development, Web Development, Application Development, Artificial Intelligence, Augmented Reality, Data Science, Industrial IoT (IIoT) & Connectivity, IoT Solutions, Platform Solutions, RFID, Security, Video Analytics, Business Intelligence Solutions, Business Process Management, Data Analytics & Automation, ERP (Enterprise Resource Planning) Software, HR Tech, Mobile Applications, Mobility Enterprise Solutions, VOIP Solutions VMT stands as a pioneering force  offering next-generation software solutions to meet the evolving needs of businesses across industries. Founded on a vision to redefine the role of technology in business  VMT has consistently pushed the boundaries of software development. Our commitment to innovation is unwavering  driving us to anticipate emerging trends and technologies and integrate them seamlessly into our solutions. Our flagship software platform serves as the foundation for a range of applications and solutions  providing a flexible and scalable framework that can adapt to the needs of businesses of all sizes and industries.",9
Verve Technologies,"Stand No - 9L-5, 9L-6, Hall No - Hall 9",Morocco,"Our company specializes in the information technology sector, focusing on supporting our customers in the development and implementation of IoT (Internet of Things) and AI (Artificial Intelligence) solutions. Additionally, we assist our clients in automating their processes through mobile or web applications. With our expertise in IT consulting, we strive to provide the best solutions tailored to meet the unique needs of our customers, ensuring efficiency and effectiveness in their operations.","Software Services, Internet of Things (IOT), Education Tech, Coding and Development, Artificial Intelligence, Chatbots / Virtual Assistant, Content Creation, Machine Learning, Natural Language Processing (NLP), Predictive APIs, Artificial Intelligence, Backend Development, Frontend Development, Java, Machine Learning, Python, Web Development, Artificial Intelligence & IOT, EdTech & Smart Classroom Solution, Immersive technologies - Virtual, Augmented, Mixed Realities - VR, AR, MR, Training centre resources, Video for learning, IoT Solutions, Telemetry, Application integration and infrastructure, Mobile Applications","Verve Technologies Software Services, Internet of Things (IOT), Education Tech, Coding and Development, Artificial Intelligence, Chatbots / Virtual Assistant, Content Creation, Machine Learning, Natural Language Processing (NLP), Predictive APIs, Artificial Intelligence, Backend Development, Frontend Development, Java, Machine Learning, Python, Web Development, Artificial Intelligence & IOT, EdTech & Smart Classroom Solution, Immersive technologies - Virtual, Augmented, Mixed Realities - VR, AR, MR, Training centre resources, Video for learning, IoT Solutions, Telemetry, Application integration and infrastructure, Mobile Applications Our company specializes in the information technology sector  focusing on supporting our customers in the development and implementation of IoT (Internet of Things) and AI (Artificial Intelligence) solutions. Additionally  we assist our clients in automating their processes through mobile or web applications. With our expertise in IT consulting  we strive to provide the best solutions tailored to meet the unique needs of our customers  ensuring efficiency and effectiveness in their operations.",8
VETRAS STL (Smart Traffic Light),"Stand No - 21E-10, Hall No - Hall 21",Morocco,"VETRAS STL (Smart Traffic Light) introduces a patented, cutting-edge wireless traffic management system designed to enhance existing traffic light infrastructure through the integration of advanced AI technology. This innovative system dynamically adapts to changing traffic conditions, optimizing flow and ensuring safety across urban intersections. VETRAS STL sets new benchmarks in traffic management with its patented technology, offering cities an opportunity to modernize their traffic systems and providing investors a chance to participate in the future of urban mobility. This system is not just a step forward in traffic management technology; it is a leap towards creating smarter, more sustainable cities.",No categories available,VETRAS STL (Smart Traffic Light) No categories available VETRAS STL (Smart Traffic Light) introduces a patented  cutting-edge wireless traffic management system designed to enhance existing traffic light infrastructure through the integration of advanced AI technology. This innovative system dynamically adapts to changing traffic conditions  optimizing flow and ensuring safety across urban intersections. VETRAS STL sets new benchmarks in traffic management with its patented technology  offering cities an opportunity to modernize their traffic systems and providing investors a chance to participate in the future of urban mobility. This system is not just a step forward in traffic management technology; it is a leap towards creating smarter  more sustainable cities.,2
VIAVII,"Stand No - 21A-11, Hall No - Hall 21",Qatar,"ViaVii is a transformative SaaS platform and an online marketplace designed for the MENA region's fragmented and predominantly offline travel experiences and activities market. With our zero-code website builder and booking management software, ViaVii Plus helps experience-providers to establish their own online presence, easily manage bookings, and boost their sales through global distribution channels. Catering to travelers and locals seeking unique, authentic activities, and governments in need of a regulated and centralized digital tourism sector. ViaVii Plus and our Marketplace are reshaping the MENA travel landscape by connecting experiences, providers, and consumers like never before, allowing local experience providers to tap into the booming MENA travel and tourism sector.","Cloud Services, Software as a Service - SaaS","VIAVII Cloud Services, Software as a Service - SaaS ViaVii is a transformative SaaS platform and an online marketplace designed for the MENA region's fragmented and predominantly offline travel experiences and activities market. With our zero-code website builder and booking management software  ViaVii Plus helps experience-providers to establish their own online presence  easily manage bookings  and boost their sales through global distribution channels. Catering to travelers and locals seeking unique  authentic activities  and governments in need of a regulated and centralized digital tourism sector. ViaVii Plus and our Marketplace are reshaping the MENA travel landscape by connecting experiences  providers  and consumers like never before  allowing local experience providers to tap into the booming MENA travel and tourism sector.",2
Visa International Service Association (Visa),"Stand No - 19B-20, Hall No - Hall 19",United States of America,"Visa (NYSE: V) is a world leader in digital payments, facilitating transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive. We believe that economies that include everyone everywhere, uplift everyone everywhere and see access as foundational to the future of money movement.",No categories available,Visa International Service Association (Visa) No categories available Visa (NYSE: V) is a world leader in digital payments  facilitating transactions between consumers  merchants  financial institutions and government entities across more than 200 countries and territories. Our mission is to connect the world through the most innovative  convenient  reliable and secure payments network  enabling individuals  businesses and economies to thrive. We believe that economies that include everyone everywhere  uplift everyone everywhere and see access as foundational to the future of money movement.,1
Vision Business Consulting,"Stand No - 5D-50, Hall No - Hall 5",Morocco,"VBC est un leader des services technologiques, de la transformation numérique et du conseil en organisation.","Software Services, Networking & Infrastructure, Cyber security, Cloud Services, Artificial Intelligence, Chatbots / Virtual Assistant, Computer Vision, Content Delivery & Management, Customer Relationship Management - CRM, Application integration and infrastructure, Consulting System & Integration Services, Operating Systems","Vision Business Consulting Software Services, Networking & Infrastructure, Cyber security, Cloud Services, Artificial Intelligence, Chatbots / Virtual Assistant, Computer Vision, Content Delivery & Management, Customer Relationship Management - CRM, Application integration and infrastructure, Consulting System & Integration Services, Operating Systems VBC est un leader des services technologiques  de la transformation numérique et du conseil en organisation.",9
Vital Scan,"Stand No - 21H-23, Hall No - Hall 21",Morocco,"Vital Scan is a pioneering leader in the medical imaging industry, specializing in portable ultrasound technology. Our state-of-the-art devices integrate artificial intelligence to provide real-time diagnostic capabilities directly at the point of care. Designed for ease of use and efficiency, our handheld ultrasounds are tailored to meet the needs of healthcare professionals across various settings, enhancing patient outcomes through immediate clinical insights. With a commitment to innovation and accessibility, Vital Scan is dedicated to transforming patient care by making advanced imaging solutions available and affordable for all healthcare providers, thereby contributing to faster diagnoses and improved healthcare delivery globally.",No categories available,Vital Scan No categories available Vital Scan is a pioneering leader in the medical imaging industry  specializing in portable ultrasound technology. Our state-of-the-art devices integrate artificial intelligence to provide real-time diagnostic capabilities directly at the point of care. Designed for ease of use and efficiency  our handheld ultrasounds are tailored to meet the needs of healthcare professionals across various settings  enhancing patient outcomes through immediate clinical insights. With a commitment to innovation and accessibility  Vital Scan is dedicated to transforming patient care by making advanced imaging solutions available and affordable for all healthcare providers  thereby contributing to faster diagnoses and improved healthcare delivery globally.,1
VITRONIC Machine Vision Middle East,"Stand No - 13C-35, Hall No - Hall 13",Germany,"Machine vision technology is one of the drivers of high-grade automation and slim, highly digitalized workflows. We have specialized in machine vision systems for use in specific sectors. That means we can focus clearly on the special requirements in these sectors. And 40 years of experience of communicating directly with customers throughout the world means we have a wealth of knowledge that continually re-emerges through our solutions and services. That creates lasting quality and reliability in our tried and tested standard products as well as customer-specific upgradeable modules and individually customized solutions, all of which we can offer at a cost-efficient price. That’s what has made us one of the world’s leading companies in machine vision technology.","Creative Economy, Data Centres, Cyber security, Artificial Intelligence, AI-optimized Hardware, Autonomous Vehicles / Systems, Machine Learning, Pattern Recognition, Software, Applied Security, Transportation","VITRONIC Machine Vision Middle East Creative Economy, Data Centres, Cyber security, Artificial Intelligence, AI-optimized Hardware, Autonomous Vehicles / Systems, Machine Learning, Pattern Recognition, Software, Applied Security, Transportation Machine vision technology is one of the drivers of high-grade automation and slim  highly digitalized workflows. We have specialized in machine vision systems for use in specific sectors. That means we can focus clearly on the special requirements in these sectors. And 40 years of experience of communicating directly with customers throughout the world means we have a wealth of knowledge that continually re-emerges through our solutions and services. That creates lasting quality and reliability in our tried and tested standard products as well as customer-specific upgradeable modules and individually customized solutions  all of which we can offer at a cost-efficient price. That’s what has made us one of the world’s leading companies in machine vision technology.",8
VOCALCOM,"Stand No - 13A-9, Hall No - Hall 13",France,"Vocalcom is a French publisher of contact center software, international leader in omnichannel customer engagement solutions in private or public cloud. For more than 28 years, Vocalcom has had a strong international presence in 47 countries around the world with more than 1,200 customers. We have been supporting leading European outsourcers and brands to manage customer interactions, predictive omnichannel campaigns across all channels (customer service, sales, telemarketing and collections). We bring the best of innovation to Vocalcom's customers by relying on a selective ecosystem of leading partners who complement our offers. Our expertise in CRM integration allows us to manage customer engagement centers for optimal control of the journey. Using data and AI, our platform Hermes360, leverage customer knowledge to simplify interactions across all channels and create more seamless journeys that meet customer expectations, ensuring customer and agent satisfaction.",No categories available,VOCALCOM No categories available Vocalcom is a French publisher of contact center software  international leader in omnichannel customer engagement solutions in private or public cloud. For more than 28 years  Vocalcom has had a strong international presence in 47 countries around the world with more than 1 200 customers. We have been supporting leading European outsourcers and brands to manage customer interactions  predictive omnichannel campaigns across all channels (customer service  sales  telemarketing and collections). We bring the best of innovation to Vocalcom's customers by relying on a selective ecosystem of leading partners who complement our offers. Our expertise in CRM integration allows us to manage customer engagement centers for optimal control of the journey. Using data and AI  our platform Hermes360  leverage customer knowledge to simplify interactions across all channels and create more seamless journeys that meet customer expectations  ensuring customer and agent satisfaction.,8
Voveid,"Stand No - 21E-9, Hall No - Hall 21",Morocco,"VOVE ID is a reusable identity verification solution based in Morocco and, bootstrapped By three amazing engineers, Khalid, Tarik, and Youssef. Our solution lets fintech, banking, and telecom businesses verify customer identities online, eliminating the need for physical branch visits for identity verification.",No categories available,Voveid No categories available VOVE ID is a reusable identity verification solution based in   and  bootstrapped By three amazing engineers  Khalid  Tarik  and Youssef. Our solution lets fintech  banking  and telecom businesses verify customer identities online  eliminating the need for physical branch visits for identity verification.,2
Waed,"Stand No - 4D-32, Hall No - Hall 4",Saudi Arabia,"Waed is a modern Student Information System designed to facilitate the management of educational processes, and the management of student affairs efficiently by providing a comprehensive set of digital services that meet the needs of all those involved in the educational process, including students, faculty members, and the educational staff. ?The platform operates on a powerful infrastructure with servers hosted within the Kingdom of Saudi Arabia that comply with the standards of the National Cybersecurity Authority and the Saudi Authority for Data and Artificial Intelligence (SDAIA), ensuring smooth and reliable performance in accordance with the highest standards of security and quality. ?",No categories available,Waed No categories available Waed is a modern Student Information System designed to facilitate the management of educational processes  and the management of student affairs efficiently by providing a comprehensive set of digital services that meet the needs of all those involved in the educational process  including students  faculty members  and the educational staff. ?The platform operates on a powerful infrastructure with servers hosted within the Kingdom of Saudi Arabia that comply with the standards of the National Cybersecurity Authority and the Saudi Authority for Data and Artificial Intelligence (SDAIA)  ensuring smooth and reliable performance in accordance with the highest standards of security and quality. ?,3
Wafr,"Stand No - 8O-12, Hall No - Hall 8",Morocco,"WafR is a mobile wallet that allows informal merchants to sell phone credit top-ups for the three Moroccan phone operators from the same balance while maintaining wholesale prices to ensure their profit. In the coming months, we will allow our merchants to process a fully digitalized KYC to start selling different kinds of financial services, such as remittances, bill settlement, and mobile cash-in/out. Our long-term vision is to increase financial services distribution dramatically to foster mobile payments and financial inclusion in Morocco.",No categories available,Wafr No categories available WafR is a mobile wallet that allows informal merchants to sell phone credit top-ups for the three   phone operators from the same balance while maintaining wholesale prices to ensure their profit. In the coming months  we will allow our merchants to process a fully digitalized KYC to start selling different kinds of financial services  such as remittances  bill settlement  and mobile cash-in/out. Our long-term vision is to increase financial services distribution dramatically to foster mobile payments and financial inclusion in  .,1
Wahda Technique,"Stand No - 2D-16, Hall No - Hall 2",Morocco,"Leading distributor of Electronic Security solutions including CCTV, Alarm system , Access Control, Video Intercom, Sound system - Computer cabling & Data center - Switching - Home automation - Digital Signage, Interactive Displays, and project based integrated solutions, WAHDA TECHNIQUE focus on customer driven solutions with the highest priority being able to offer excellent after sales service & support.","Cloud Services, Blockchain, Big Data & Analytics, Artificial Intelligence, 5G & Telecommunications, Cabling, IP Communications & Applications, AI-optimized Hardware, Facial / Iris Recognition, Optical character recognition (OCR), Artificial Intelligence, Data back-up, Data Infrastructure, Data Integration, Data Management, Artificial Intelligence, Infrastructure and  Development, Monitoring","Wahda Technique Cloud Services, Blockchain, Big Data & Analytics, Artificial Intelligence, 5G & Telecommunications, Cabling, IP Communications & Applications, AI-optimized Hardware, Facial / Iris Recognition, Optical character recognition (OCR), Artificial Intelligence, Data back-up, Data Infrastructure, Data Integration, Data Management, Artificial Intelligence, Infrastructure and  Development, Monitoring Leading distributor of Electronic Security solutions including CCTV  Alarm system   Access Control  Video Intercom  Sound system - Computer cabling & Data center - Switching - Home automation - Digital Signage  Interactive Displays  and project based integrated solutions  WAHDA TECHNIQUE focus on customer driven solutions with the highest priority being able to offer excellent after sales service & support.",8
Wanaut,"Stand No - 21H-29, Hall No - Hall 21",Morocco,"Wanaut streamlines the discovery and booking of cultural, sporting, and travel experiences while fostering a community through social sharing and following features. Wanaut empowers also event organizers and experience creators by offering visibility, comprehensive management tools, and strategic promotional support. Wanaut Pro streamlines the process from start to finish, ensuring events reach a wider audience while providing dedicated 24/7 support for lasting success.","Media, Marketing & Advertising Tech, Data Analytics, Event Management, Sports","Wanaut Media, Marketing & Advertising Tech, Data Analytics, Event Management, Sports Wanaut streamlines the discovery and booking of cultural  sporting  and travel experiences while fostering a community through social sharing and following features. Wanaut empowers also event organizers and experience creators by offering visibility  comprehensive management tools  and strategic promotional support. Wanaut Pro streamlines the process from start to finish  ensuring events reach a wider audience while providing dedicated 24/7 support for lasting success.",3
"Wanma Technology Co., Ltd","Stand No - 12C-12, Hall No - Hall 12",China,"Wanma Technology Co., Ltd. was founded in 1997 with a registered capital of 20 million US dollar, which became public company in 2017 (stock code: 300698). It locates in the beautiful western suburbs of Hangzhou city, covering an area of 100,000m2. There are more than 950 employees in the company, among which 100 members are R&D engineers, 62 Mechanical Engineers, 20 Electrical Engineers and 18 Software Engineers. Wanma Technology mainly provides solutions of FTTH ODN, Perconnected Box and Telecom Cabinets, which are widely used in Data Center, Cloud Platform Construction, Communication Network, National High-Speed Rail, Rail Transportation and other fields. Not only does the company research, produce and sell its own brand products, but also provides integrated solutions of customized products. Choose Wanma Technology, Connect the Whole World.","Data Centres, Consumer Tech, Smart Home & Smart Workplace, Cloud Services, Coding and Development, Big Data & Analytics, Data Architecture, Data Governance, Compliance & Security, Data Infrastructure, Digital Transformation, IoT, Social Media Data, Structured Data, Applications including Development, Deployment & Design, Big Data & Analytics, Cloud Management & Optimisation, Cloud Management Platform, Cloud Service Provider - CSP, Data as a Service - DAAS, Cloud Kubernetes, Data Sciences, Communication Equipment, Digital Imaging Equipment, Data Building & Verification, Data Centre Infrastructure Management, Data Centre Next Generation, Data Management Solutions, Disaster Recovery","Wanma Technology Co., Ltd Data Centres, Consumer Tech, Smart Home & Smart Workplace, Cloud Services, Coding and Development, Big Data & Analytics, Data Architecture, Data Governance, Compliance & Security, Data Infrastructure, Digital Transformation, IoT, Social Media Data, Structured Data, Applications including Development, Deployment & Design, Big Data & Analytics, Cloud Management & Optimisation, Cloud Management Platform, Cloud Service Provider - CSP, Data as a Service - DAAS, Cloud Kubernetes, Data Sciences, Communication Equipment, Digital Imaging Equipment, Data Building & Verification, Data Centre Infrastructure Management, Data Centre Next Generation, Data Management Solutions, Disaster Recovery Wanma Technology Co.  Ltd. was founded in 1997 with a registered capital of 20 million US dollar  which became public company in 2017 (stock code: 300698). It locates in the beautiful western suburbs of Hangzhou city  covering an area of 100 000m2. There are more than 950 employees in the company  among which 100 members are R&D engineers  62 Mechanical Engineers  20 Electrical Engineers and 18 Software Engineers. Wanma Technology mainly provides solutions of FTTH ODN  Perconnected Box and Telecom Cabinets  which are widely used in Data Center  Cloud Platform Construction  Communication Network  National High-Speed Rail  Rail Transportation and other fields. Not only does the company research  produce and sell its own brand products  but also provides integrated solutions of customized products. Choose Wanma Technology  Connect the Whole World.",3
WASHMINUTE,"Stand No - 21E-26, Hall No - Hall 21",Morocco,"In February 2024, against a backdrop of water stress, K&A Associates, a winner of the GreenTech GYCII (EBF) programme, launched the Washminute brand in partnership with Aradei Capital: ecological, fast and affordable solutions for car surface maintenance, already valued at 10 million dirhams following its first round of funding, with technologies on the verge of being patented!","Media, Marketing & Advertising Tech, Sustainability & Green Economy","WASHMINUTE Media, Marketing & Advertising Tech, Sustainability & Green Economy In February 2024  against a backdrop of water stress  K&A Associates  a winner of the GreenTech GYCII (EBF) programme  launched the Washminute brand in partnership with Aradei Capital: ecological  fast and affordable solutions for car surface maintenance  already valued at 10 million dirhams following its first round of funding  with technologies on the verge of being patented!",1
Wasta,"Stand No - 9B-24, Hall No - Hall 9",Morocco,"Wasta is an innovative edTech startup focused on enhancing English language proficiency through a mobile learning platform that leverages cutting-edge AI technology and game-based learning. Founded by Michael Bayyouk, Wasta aims to transform traditional language education by making it more interactive, accessible, and effective. The platform is designed to support learners in developing countries, as well as new citizens, migrants, and refugees in English-speaking countries. Currently in the early stage, Wasta operates on a B2B model, partnering with educational institutions and NGOs to integrate its learning solutions. The platform offers personalized learning experiences, fostering skills essential for global communication, such as problem-solving and social-emotional competencies. With plans to transition to a B2C model, Wasta is poised to expand its impact, making quality education available to a broader audience.",No categories available,Wasta No categories available Wasta is an innovative edTech startup focused on enhancing English language proficiency through a mobile learning platform that leverages cutting-edge AI technology and game-based learning. Founded by Michael Bayyouk  Wasta aims to transform traditional language education by making it more interactive  accessible  and effective. The platform is designed to support learners in developing countries  as well as new citizens  migrants  and refugees in English-speaking countries. Currently in the early stage  Wasta operates on a B2B model  partnering with educational institutions and NGOs to integrate its learning solutions. The platform offers personalized learning experiences  fostering skills essential for global communication  such as problem-solving and social-emotional competencies. With plans to transition to a B2C model  Wasta is poised to expand its impact  making quality education available to a broader audience.,3
Waterfall Security Solution,"Stand No - 11A-9, Hall No - Hall 11",Israel,"Unbreachable Security & Unlimited Connectivity. Waterfall Security’s unbreachable cybersecurity solutions keep the world running. Waterfall’s Unidirectional Gateways technology combines the benefits of impenetrable hardware and software-based connectivity, enabling 100% safe visibility into industrial operations and automation systems. Unbreachable Hardware: All cyber-sabotage attacks are information and every information flow can transmit attacks. Unlike firewalls, which filter out some attacks but pass others, Unidirectional Gateway hardware is not physically able to send any attack information back into protected systems. Unlimited OT Connectivity: Software in Unidirectional Gateways copies data from a wide variety of industrial systems into identical systems on IT networks. This provides enterprise users and systems with seamless access to industrial data, without providing any access to industrial systems that might put those systems at risk.",No categories available,Waterfall Security Solution No categories available Unbreachable Security & Unlimited Connectivity. Waterfall Security’s unbreachable cybersecurity solutions keep the world running. Waterfall’s Unidirectional Gateways technology combines the benefits of impenetrable hardware and software-based connectivity  enabling 100% safe visibility into industrial operations and automation systems. Unbreachable Hardware: All cyber-sabotage attacks are information and every information flow can transmit attacks. Unlike firewalls  which filter out some attacks but pass others  Unidirectional Gateway hardware is not physically able to send any attack information back into protected systems. Unlimited OT Connectivity: Software in Unidirectional Gateways copies data from a wide variety of industrial systems into identical systems on IT networks. This provides enterprise users and systems with seamless access to industrial data  without providing any access to industrial systems that might put those systems at risk.,2
WATTNOW,"Stand No - 13B-10, Hall No - Hall 13",Tunisia,"Wattnow is an Smart Energy Management System designed to help companies take control of their energy using an AI powered IoT solution. Our devices collect real time energy data, automate loads, and everything can be accessed and visualised on a user friendly cloud-based dashboard. The data, collected thanks to in house developed energy analyzers, is uploaded and then processed through our machine learning algorithms. The solution can adapt to the smallest of companies, up to large factories, by providing reliable information on the consumption trends and operating conditions of their various devices and machines.",No categories available,WATTNOW No categories available Wattnow is an Smart Energy Management System designed to help companies take control of their energy using an AI powered IoT solution. Our devices collect real time energy data  automate loads  and everything can be accessed and visualised on a user friendly cloud-based dashboard. The data  collected thanks to in house developed energy analyzers  is uploaded and then processed through our machine learning algorithms. The solution can adapt to the smallest of companies  up to large factories  by providing reliable information on the consumption trends and operating conditions of their various devices and machines.,7
Wayout,"Stand No - 13B-10, Hall No - Hall 13",Tunisia,"Wayout Ecological Solutions is an impact driven Tunisian Startup tackling the sewer infrastructure problems. Our first product Zigofiltre acts as a filter to prevent plastic from preventing the sewers with over 2000 installed throughout the country we managed to prevent more than 50 tons of plastic. We offer a fully packaged solution with impact calculation, a digital plateform to oversee the filters installed. Our second product is Vortex which is an autonomous robot equipped with camera & computer vision it helps map the sewers infrastructure and predict maintenance for the whole pipeline network.","Media, Marketing & Advertising Tech, Sustainability & Green Economy","Wayout Media, Marketing & Advertising Tech, Sustainability & Green Economy Wayout Ecological Solutions is an impact driven Tunisian Startup tackling the sewer infrastructure problems. Our first product Zigofiltre acts as a filter to prevent plastic from preventing the sewers with over 2000 installed throughout the country we managed to prevent more than 50 tons of plastic. We offer a fully packaged solution with impact calculation  a digital plateform to oversee the filters installed. Our second product is Vortex which is an autonomous robot equipped with camera & computer vision it helps map the sewers infrastructure and predict maintenance for the whole pipeline network.",2
Webmakers,"Stand No - 6D-40, Hall No - Hall 6",Poland,"For over 12 years, we have been creating digital solutions for clients from around the world operating in various industries. Over this time, through the lens of knowledge and experience gained, we have specialized in developing custom software for the Agri-Tech,l, pharmaceutical, educational, and e-commerce sectors. We automate internal and external processes of companies and implement systems in the field of data processing and analysis or chatbots based on our proprietary Smooofly platform. In addition, we also specialize in conducting software audits, implementing automation (including artificial intelligence), and conducting Product Discovery Workshops.","HealthTech, Education Tech, Ecommerce, Artificial Intelligence, AgriTech & FoodTech, Agri-Data and Analytics, Agricultural Marketplaces, AI & Nutrition, Data Management, Food Losses & Waste, IoT, Smart Farming and Connectivity, Chatbots / Virtual Assistant, Deep Learning Platforms, Machine Learning, eCommerce Software, ERP / Business Management, Platforms, Web App, Design and Development, Assessment and testing, Complete School Setup Solution, Learning management infrastructure, methods and systems, Mobile learning solutions, Specialist learning systems, Healthcare IT","Webmakers HealthTech, Education Tech, Ecommerce, Artificial Intelligence, AgriTech & FoodTech, Agri-Data and Analytics, Agricultural Marketplaces, AI & Nutrition, Data Management, Food Losses & Waste, IoT, Smart Farming and Connectivity, Chatbots / Virtual Assistant, Deep Learning Platforms, Machine Learning, eCommerce Software, ERP / Business Management, Platforms, Web App, Design and Development, Assessment and testing, Complete School Setup Solution, Learning management infrastructure, methods and systems, Mobile learning solutions, Specialist learning systems, Healthcare IT For over 12 years  we have been creating digital solutions for clients from around the world operating in various industries. Over this time  through the lens of knowledge and experience gained  we have specialized in developing custom software for the Agri-Tech l  pharmaceutical  educational  and e-commerce sectors. We automate internal and external processes of companies and implement systems in the field of data processing and analysis or chatbots based on our proprietary Smooofly platform. In addition  we also specialize in conducting software audits  implementing automation (including artificial intelligence)  and conducting Product Discovery Workshops.",9
Webmob Software Solutions,"Stand No - 21J-7, Hall No - Hall 21",Switzerland,"At WebMob, we're passionate about empowering businesses with next-gen FinTech solutions (founded in 2015). We leverage state-of-the-art technologies in Blockchain, AI, and Web3 development to create robust solutions for Trade Finance, Money Market, Islamic Finance, NFT marketplace, Asset Tokenization and more challenges. Our 100+ strong team has a proven track record, delivering success stories like Instimatch and Ableace Raakin. A recent strategic investment from a US IT giant validates our vision as we continue to innovate and provide cutting-edge technology.",No categories available,Webmob Software Solutions No categories available At WebMob  we're passionate about empowering businesses with next-gen FinTech solutions (founded in 2015). We leverage state-of-the-art technologies in Blockchain  AI  and Web3 development to create robust solutions for Trade Finance  Money Market  Islamic Finance  NFT marketplace  Asset Tokenization and more challenges. Our 100+ strong team has a proven track record  delivering success stories like Instimatch and Ableace Raakin. A recent strategic investment from a US IT giant validates our vision as we continue to innovate and provide cutting-edge technology.,8
Weindustry,"Stand No - 9H-28, Hall No - Hall 9",Morocco,"Our flagship project is Charjawal, a device for automatic mobile balance recharging, capable of addressing a common issue: quick and efficient mobile balance top-ups. At WeIndustry, we aim to connect the world with our innovations. Driven by the potential of technology, we develop practical solutions through our expertise in IoT.",No categories available,Weindustry No categories available Our flagship project is Charjawal  a device for automatic mobile balance recharging  capable of addressing a common issue: quick and efficient mobile balance top-ups. At WeIndustry  we aim to connect the world with our innovations. Driven by the potential of technology  we develop practical solutions through our expertise in IoT.,1
Wemanity Maroc,"Stand No - 5D-50, Hall No - Hall 5",France,"Présent au Maroc depuis 2019. Nous accompagnons nos clients à accélérer leur chantier de digitalisation et d'agilité à travers 3 domaines d'intervention : Accompagnement conseil et stratégie sur les sujets de transformation organisationnelle, technologique et culturelle : (digital factory, transformation RH, conduite du changement...). Mise à disposition de compétences pour renforcer vos équipes internes par des profils IT certifiés et expérimentés (coach agile, scrum master, Proxy PO, PMO, Tech lead, développeur fullstack/FO/BO, Architecte Data, expert Devops...). Des Ateliers de formation personnalisables et sur-mesure : (Acculturation agile et digitale,Design thinking, Design UX/UI, user expérience, conduite du changement, Management 3.0 ...).",No categories available,Wemanity Maroc No categories available Présent au   depuis 2019. Nous accompagnons nos clients à accélérer leur chantier de digitalisation et d'agilité à travers 3 domaines d'intervention : Accompagnement conseil et stratégie sur les sujets de transformation organisationnelle  technologique et culturelle : (digital factory  transformation RH  conduite du changement...). Mise à disposition de compétences pour renforcer vos équipes internes par des profils IT certifiés et expérimentés (coach agile  scrum master  Proxy PO  PMO  Tech lead  développeur fullstack/FO/BO  Architecte Data  expert Devops...). Des Ateliers de formation personnalisables et sur-mesure : (Acculturation agile et digitale Design thinking  Design UX/UI  user expérience  conduite du changement  Management 3.0 ...).,8
